4.7016707542042614e-7,2.346125450618958e-7,2.347623674812916e-8,1.5448762558355303e-8,9.37594751888989e-7,4.6913943793010565e-7,1.564083550092757e-8,1.279701459998135e-6,1.0285237124645713e-5,1.8154676990517144e-6,2.4725703706930902e-8
4.7025297665308905e-7,2.3465529296622084e-7,2.348051387940032e-8,1.5451576909528906e-8,9.377655253755042e-7,4.6922487141567237e-7,1.564368328286947e-8,2.0374453564408433e-6,9.645043916900891e-6,2.246647665240763e-6,3.010604179433743e-8
4.7025297665308905e-7,2.3465529296622084e-7,2.348051387940032e-8,1.5451576909528906e-8,9.377655253755042e-7,4.6922487141567237e-7,1.564368328286947e-8,2.0374453564408433e-6,9.645043916900891e-6,2.246647665240763e-6,3.010604179433743e-8
4.7025297665308905e-7,2.3465529296622084e-7,2.348051387940032e-8,1.5451576909528906e-8,9.377655253755042e-7,4.6922487141567237e-7,1.564368328286947e-8,2.0374453564408433e-6,9.645043916900891e-6,2.246647665240763e-6,3.010604179433743e-8
4.703392233719271e-7,2.3469821279834603e-7,2.348480821286612e-8,1.5454402579741745e-8,9.379369856959201e-7,4.6931064850618226e-7,1.5646542518305814e-8,2.9143752095585756e-6,8.955390202906775e-6,2.0627478378146246e-6,3.451954276794214e-8
4.703392233719271e-7,2.3469821279834603e-7,2.348480821286612e-8,1.5454402579741745e-8,9.379369856959201e-7,4.6931064850618226e-7,1.5646542518305814e-8,2.9143752095585756e-6,8.955390202906775e-6,2.0627478378146246e-6,3.451954276794214e-8
4.703392233719271e-7,2.3469821279834603e-7,2.348480821286612e-8,1.5454402579741745e-8,9.379369856959201e-7,4.6931064850618226e-7,1.5646542518305814e-8,2.9143752095585756e-6,8.955390202906775e-6,2.0627478378146246e-6,3.451954276794214e-8
1.1427423595964338e-7,3.6616173619329735e-7,3.631945948804045e-8,5.364460942285575e-9,1.2878809910306296e-7,1.0257953307089239e-7,4.891013014257251e-9,9.661109198312249e-6,9.149924362516453e-6,3.4110127777373804e-6,1.481815954667566e-7
1.142950309034779e-7,3.6629512157369163e-7,1.2106486979759245e-8,1.6189990509325408e-7,1.288115394586758e-7,1.0261703736543725e-7,7.390076173127061e-9,9.714003631246764e-6,4.57663362152703e-6,3.411011551075446e-7,1.9362888869686368e-7
1.142950309034779e-7,3.6629512157369163e-7,1.2106486979759245e-8,1.6189990509325408e-7,1.288115394586758e-7,1.0261703736543725e-7,7.390076173127061e-9,9.714003631246764e-6,4.57663362152703e-6,3.411011551075446e-7,1.9362888869686368e-7
8.596796900951738e-8,5.910461366625787e-8,1.724461641786488e-9,2.2823018511556593e-7,3.4309141049163493e-7,1.6098564168500156e-7,7.525535277121134e-9,3.048865078852494e-6,1.4309074842552652e-6,1.042297725175654e-7,5.8310167907500447e-8
8.596796900951738e-8,5.910461366625787e-8,1.724461641786488e-9,2.2823018511556593e-7,3.4309141049163493e-7,1.6098564168500156e-7,7.525535277121134e-9,3.048865078852494e-6,1.4309074842552652e-6,1.042297725175654e-7,5.8310167907500447e-8
8.596796900951738e-8,5.910461366625787e-8,1.724461641786488e-9,2.2823018511556593e-7,3.4309141049163493e-7,1.6098564168500156e-7,7.525535277121134e-9,3.048865078852494e-6,1.4309074842552652e-6,1.042297725175654e-7,5.8310167907500447e-8
4.019187389673567e-8,2.3696716974068893e-8,9.606916037097655e-10,7.499202932447466e-8,1.828052173337802e-7,1.1319374424725699e-7,5.2324314388731415e-9,3.4309040443587294e-6,1.5737114780953225e-6,9.86112282632816e-8,4.93571305422023e-8
4.019187389673567e-8,2.3696716974068893e-8,9.606916037097655e-10,7.499202932447466e-8,1.828052173337802e-7,1.1319374424725699e-7,5.2324314388731415e-9,3.4309040443587294e-6,1.5737114780953225e-6,9.86112282632816e-8,4.93571305422023e-8
4.019187389673567e-8,2.3696716974068893e-8,9.606916037097655e-10,7.499202932447466e-8,1.828052173337802e-7,1.1319374424725699e-7,5.2324314388731415e-9,3.4309040443587294e-6,1.5737114780953225e-6,9.86112282632816e-8,4.93571305422023e-8
1.926446493350301e-8,1.720047732108775e-8,5.155981989657345e-10,4.762549653490083e-8,6.45945540596416e-8,3.9353947397656143e-8,2.2717975347005766e-9,3.866933250652039e-6,1.74802949117017e-6,9.799886463693037e-8,4.418774680492526e-8
1.926446493350301e-8,1.720047732108775e-8,5.155981989657345e-10,4.762549653490083e-8,6.45945540596416e-8,3.9353947397656143e-8,2.2717975347005766e-9,3.866933250652039e-6,1.74802949117017e-6,9.799886463693037e-8,4.418774680492526e-8
1.926446493350301e-8,1.720047732108775e-8,5.155981989657345e-10,4.762549653490083e-8,6.45945540596416e-8,3.9353947397656143e-8,2.2717975347005766e-9,3.866933250652039e-6,1.74802949117017e-6,9.799886463693037e-8,4.418774680492526e-8
